case,name,timestamp,resource,cost
ORD-1251,Inventory Checked,2025-01-29 8:42,Warehouse System,9.72
ORD-1251,Order Picked,2025-01-29 15:34,Picker C,12.31
ORD-1251,Quality Rejected,2025-01-29 16:18,QC Inspector A,13.99
ORD-1251,Order Picked,2025-01-29 19:56,Picker C,0.59
ORD-1251,Quality Inspection,2025-01-29 20:27,QC Inspector B,0.52
ORD-1251,Order Packed,2025-01-29 20:45,Packer C,6.56
ORD-1251,Shipping Label Generated,2025-01-29 21:03,Logistics Coord,11.13
ORD-1251,Dispatched to Carrier,2025-01-29 23:00,Dispatch Team A,5.93
ORD-1251,In Transit,2025-02-03 5:00,DHL,13.91
ORD-1251,Delivered,2025-02-03 11:00,Local Courier,47.68
ORD-1251,Delivery Confirmed,2025-02-04 16:00,System Auto,3.19
ORD-1252,Order Placed,2025-01-11 1:00,Web Portal,4.26
ORD-1252,Order Confirmed,2025-01-11 1:29,Sales Agent A,6.89
ORD-1252,Payment Processed,2025-01-11 2:53,Payment Gateway,13.09
ORD-1252,Inventory Checked,2025-01-11 3:45,Warehouse System,4.75
ORD-1252,Out of Stock,2025-01-11 7:45,Warehouse System,4.51
ORD-1252,Backorder Placed,2025-01-11 10:45,Procurement Team,8.99
ORD-1252,Stock Replenished,2025-01-17 12:45,Warehouse System,10.26
ORD-1252,Order Picked,2025-01-17 13:51,Picker A,1.39
ORD-1252,Quality Inspection,2025-01-17 15:37,QC Inspector A,10.15
ORD-1252,Order Packed,2025-01-17 15:52,Packer A,3.56
ORD-1252,Shipping Label Generated,2025-01-17 16:22,Shipping System,5.95
ORD-1252,Dispatched to Carrier,2025-01-17 21:18,Dispatch Team B,14.02
ORD-1252,In Transit,2025-01-20 21:18,FedEx,32.2
ORD-1252,Delivered,2025-01-21 8:18,FedEx,35.68
ORD-1252,Delivery Confirmed,2025-01-22 6:18,Customer Service,12.34
ORD-1253,Order Placed,2025-03-03 15:00,Mobile App,9.36
ORD-1253,Order Confirmed,2025-03-03 15:12,Sales Agent A,12.19
ORD-1253,Payment Failed,2025-03-03 15:17,Payment Gateway,13.12
ORD-1253,Payment Retry,2025-03-04 4:17,Payment Gateway,0.87
ORD-1253,Payment Processed,2025-03-04 4:37,Finance Team,14.29
ORD-1253,Inventory Checked,2025-03-04 5:50,Inventory Clerk A,7.05
ORD-1253,Order Picked,2025-03-04 11:56,Robot Picker,7.97
ORD-1253,Quality Inspection,2025-03-04 13:30,QC Inspector A,0.55
ORD-1253,Order Packed,2025-03-04 14:21,Packer A,9.69
ORD-1253,Shipping Label Generated,2025-03-04 14:27,Logistics Coord,10.33
ORD-1253,Dispatched to Carrier,2025-03-04 16:56,Dispatch Team B,6.3
ORD-1253,In Transit,2025-03-08 10:56,DHL,20.68
ORD-1253,Delivered,2025-03-09 2:56,Local Courier,43.57
ORD-1253,Delivery Confirmed,2025-03-09 9:56,Customer Service,4.76
ORD-1254,Order Placed,2025-02-03 7:00,Customer Service,13.21
ORD-1254,Order Confirmed,2025-02-03 7:26,Sales Agent B,7.82
ORD-1254,Payment Processed,2025-02-03 7:47,Finance Team,12.05
ORD-1254,Inventory Checked,2025-02-03 9:14,Inventory Clerk B,14.95
ORD-1254,Out of Stock,2025-02-03 13:14,Warehouse System,13.5
ORD-1254,Backorder Placed,2025-02-03 14:14,Procurement Team,10.11
ORD-1254,Stock Replenished,2025-02-07 3:14,Procurement Team,3.57
ORD-1254,Order Picked,2025-02-07 9:54,Picker A,2.03
ORD-1254,Quality Inspection,2025-02-07 11:35,QC Inspector A,2.82
ORD-1254,Order Packed,2025-02-07 12:26,Packer B,11.61
ORD-1254,Shipping Label Generated,2025-02-07 12:38,Logistics Coord,10.16
ORD-1254,Dispatched to Carrier,2025-02-07 14:11,Dispatch Team A,13.88
ORD-1254,In Transit,2025-02-11 11:11,Local Courier,27.14
ORD-1254,Delivered,2025-02-12 10:11,FedEx,44.24
ORD-1254,Delivery Confirmed,2025-02-13 23:11,System Auto,9.84
ORD-1255,Order Placed,2025-03-06 8:00,Customer Service,11.17
ORD-1255,Order Confirmed,2025-03-06 8:13,Sales Agent B,9.81
ORD-1255,Payment Processed,2025-03-06 9:29,Finance Team,12.22
ORD-1255,Inventory Checked,2025-03-06 10:36,Inventory Clerk A,2.18
ORD-1255,Order Picked,2025-03-06 11:35,Picker A,1.79
ORD-1255,Quality Inspection,2025-03-06 13:19,QC Inspector A,11.3
ORD-1255,Order Packed,2025-03-06 13:43,Packer C,5.83
ORD-1255,Shipping Label Generated,2025-03-06 13:58,Logistics Coord,8.87
ORD-1255,Dispatched to Carrier,2025-03-06 14:28,Dispatch Team B,1.4
ORD-1255,In Transit,2025-03-09 22:28,DHL,43.12
ORD-1255,Delivery Failed,2025-03-10 12:28,FedEx,11.68
ORD-1255,Rescheduled Delivery,2025-03-13 3:28,Customer Service,8.04
ORD-1255,In Transit,2025-03-16 20:28,Local Courier,15
ORD-1255,Delivered,2025-03-17 9:28,DHL,29.22
ORD-1255,Delivery Confirmed,2025-03-18 15:28,Customer Service,2.6
ORD-1256,Order Placed,2025-02-20 15:00,Mobile App,10.36
ORD-1256,Order Confirmed,2025-02-20 15:05,Sales Agent B,4.61
ORD-1256,Payment Processed,2025-02-20 16:45,Payment Gateway,9.18
ORD-1256,Inventory Checked,2025-02-20 18:14,Inventory Clerk B,14.86
ORD-1256,Order Picked,2025-02-20 19:32,Picker C,14.95
ORD-1256,Quality Rejected,2025-02-20 21:12,QC Inspector B,9.65
ORD-1256,Order Picked,2025-02-20 23:17,Robot Picker,4.73
ORD-1256,Quality Inspection,2025-02-21 0:15,QC Inspector A,14.73
ORD-1256,Order Packed,2025-02-21 1:07,Packer A,12.5
ORD-1256,Shipping Label Generated,2025-02-21 1:18,Shipping System,10.66
ORD-1256,Dispatched to Carrier,2025-02-21 2:14,Dispatch Team A,12.92
ORD-1256,In Transit,2025-02-25 11:14,FedEx,18.46
ORD-1256,Delivered,2025-02-26 9:14,DHL,49.6
ORD-1256,Delivery Confirmed,2025-02-27 21:14,Customer Service,5.39
ORD-1257,Order Placed,2025-03-22 19:00,Mobile App,1.54
ORD-1257,Order Confirmed,2025-03-22 19:24,Sales Agent A,4.59
ORD-1257,Payment Processed,2025-03-22 19:53,Finance Team,1.91
ORD-1257,Order Cancelled,2025-03-23 1:53,Customer Service,12.82
ORD-1257,Refund Initiated,2025-03-23 13:53,Finance Team,7.13
ORD-1258,Order Placed,2025-01-28 22:00,Mobile App,10.59
ORD-1258,Order Confirmed,2025-01-28 22:10,System Auto,3.54
ORD-1258,Payment Failed,2025-01-28 23:57,Payment Gateway,11.16
ORD-1258,Payment Retry,2025-01-29 0:57,Finance Team,11.03
ORD-1258,Payment Processed,2025-01-29 2:15,Payment Gateway,10.34
ORD-1258,Inventory Checked,2025-01-29 3:02,Inventory Clerk A,14.28
ORD-1258,Order Picked,2025-01-29 6:55,Picker B,13.93
ORD-1258,Quality Inspection,2025-01-29 7:17,QC Inspector B,14.63
ORD-1258,Order Packed,2025-01-29 7:49,Packer A,2.2
ORD-1258,Shipping Label Generated,2025-01-29 8:10,Logistics Coord,9.1
ORD-1258,Dispatched to Carrier,2025-01-29 9:56,Dispatch Team B,4.05
ORD-1258,In Transit,2025-01-30 12:56,DHL,22.85
ORD-1258,Delivered,2025-01-30 22:56,Local Courier,31.83
ORD-1258,Delivery Confirmed,2025-01-31 10:56,Customer Service,11.75
ORD-1259,Order Placed,2025-01-16 7:00,Customer Service,6.04
ORD-1259,Order Confirmed,2025-01-16 7:21,Sales Agent B,6.95
ORD-1259,Payment Processed,2025-01-16 7:27,Payment Gateway,2.19
ORD-1259,Inventory Checked,2025-01-16 8:08,Inventory Clerk A,9.8
ORD-1259,Out of Stock,2025-01-16 13:08,Warehouse System,0.83
ORD-1259,Backorder Placed,2025-01-16 18:08,Procurement Team,4.47
ORD-1259,Stock Replenished,2025-01-18 18:08,Procurement Team,6.07
ORD-1259,Order Picked,2025-01-18 23:53,Robot Picker,4.83
ORD-1259,Quality Inspection,2025-01-19 0:19,QC Inspector A,5.22
ORD-1259,Order Packed,2025-01-19 1:37,Packer A,6.38
ORD-1259,Shipping Label Generated,2025-01-19 2:04,Shipping System,6.21
ORD-1259,Dispatched to Carrier,2025-01-19 7:08,Dispatch Team B,1.43
ORD-1259,In Transit,2025-01-24 6:08,Local Courier,29.25
ORD-1259,Delivered,2025-01-25 3:08,DHL,38.91
ORD-1259,Delivery Confirmed,2025-01-25 17:08,System Auto,3.12
ORD-1260,Order Placed,2025-01-31 17:00,Mobile App,12.11
ORD-1260,Order Confirmed,2025-01-31 17:04,System Auto,2.37
ORD-1260,Payment Processed,2025-01-31 17:35,Payment Gateway,1.77
ORD-1260,Inventory Checked,2025-01-31 18:50,Warehouse System,1.73
ORD-1260,Order Picked,2025-01-31 20:08,Picker C,5.77
ORD-1260,Quality Inspection,2025-01-31 21:27,QC Inspector A,6.63
ORD-1260,Order Packed,2025-01-31 21:37,Packer A,4.86
ORD-1260,Shipping Label Generated,2025-01-31 21:58,Logistics Coord,10.06
ORD-1260,Dispatched to Carrier,2025-02-01 2:15,Dispatch Team A,8.87
ORD-1260,In Transit,2025-02-05 6:15,FedEx,28.52
ORD-1260,Delivered,2025-02-05 18:15,Local Courier,29.22
ORD-1260,Delivery Confirmed,2025-02-06 8:15,System Auto,10.11
ORD-1261,Order Placed,2025-01-08 15:00,Web Portal,2.55
ORD-1261,Order Confirmed,2025-01-08 15:28,System Auto,14.38
ORD-1261,Payment Processed,2025-01-08 16:50,Payment Gateway,9.08
ORD-1261,Inventory Checked,2025-01-08 18:11,Warehouse System,11.07
ORD-1261,Order Picked,2025-01-08 22:02,Picker A,8.47
ORD-1261,Quality Inspection,2025-01-08 22:45,QC Inspector B,9.92
ORD-1261,Order Packed,2025-01-08 23:15,Packer B,7.11
ORD-1261,Shipping Label Generated,2025-01-08 23:28,Logistics Coord,14.13
ORD-1261,Dispatched to Carrier,2025-01-09 1:11,Dispatch Team A,1.52
ORD-1261,In Transit,2025-01-13 10:11,FedEx,49.79
ORD-1261,Delivered,2025-01-14 9:11,Local Courier,13.67
ORD-1261,Delivery Confirmed,2025-01-15 9:11,System Auto,6.59
ORD-1262,Order Placed,2025-01-27 4:00,Mobile App,5.99
ORD-1262,Order Confirmed,2025-01-27 4:20,System Auto,1.62
ORD-1262,Payment Processed,2025-01-27 4:40,Payment Gateway,10.42
ORD-1262,Inventory Checked,2025-01-27 6:34,Warehouse System,5.28
ORD-1262,Order Picked,2025-01-27 7:34,Picker C,13.68
ORD-1262,Quality Inspection,2025-01-27 9:23,QC Inspector B,2.62
ORD-1262,Order Packed,2025-01-27 10:01,Packer B,0.64
ORD-1262,Shipping Label Generated,2025-01-27 10:18,Shipping System,5.99
ORD-1262,Dispatched to Carrier,2025-01-27 11:41,Dispatch Team A,3.05
ORD-1262,In Transit,2025-01-31 20:41,FedEx,31.5
ORD-1262,Delivered,2025-02-01 12:41,DHL,28.8
ORD-1262,Delivery Confirmed,2025-02-03 9:41,Customer Service,8.5
ORD-1263,Order Placed,2025-01-17 21:00,Web Portal,5.11
ORD-1263,Order Confirmed,2025-01-17 21:25,Sales Agent A,3.12
ORD-1263,Payment Processed,2025-01-17 23:13,Finance Team,7.41
ORD-1263,Inventory Checked,2025-01-17 23:55,Inventory Clerk A,0.64
ORD-1263,Order Picked,2025-01-18 4:32,Picker B,10.03
ORD-1263,Quality Inspection,2025-01-18 5:00,QC Inspector B,8.73
ORD-1263,Order Packed,2025-01-18 5:44,Packer A,13.82
ORD-1263,Shipping Label Generated,2025-01-18 6:09,Logistics Coord,10.76
ORD-1263,Dispatched to Carrier,2025-01-18 8:46,Dispatch Team B,10.75
ORD-1263,In Transit,2025-01-19 19:46,FedEx,49.38
ORD-1263,Delivery Failed,2025-01-20 10:46,Local Courier,4.66
ORD-1263,Rescheduled Delivery,2025-01-23 10:46,Logistics Coord,8.05
ORD-1263,In Transit,2025-01-27 17:46,DHL,18.73
ORD-1263,Delivered,2025-01-27 20:46,FedEx,23.29
ORD-1263,Delivery Confirmed,2025-01-28 17:46,System Auto,9.7
ORD-1264,Order Placed,2025-01-14 2:00,Web Portal,2.89
ORD-1264,Order Confirmed,2025-01-14 2:02,System Auto,11.28
ORD-1264,Payment Processed,2025-01-14 3:17,Finance Team,12.22
ORD-1264,Inventory Checked,2025-01-14 3:29,Inventory Clerk A,10.32
ORD-1264,Out of Stock,2025-01-14 9:29,Warehouse System,7.46
ORD-1264,Backorder Placed,2025-01-14 14:29,Procurement Team,6.38
ORD-1264,Stock Replenished,2025-01-17 14:29,Procurement Team,10.86
ORD-1264,Order Picked,2025-01-17 20:43,Picker C,4.04
ORD-1264,Quality Inspection,2025-01-17 22:27,QC Inspector A,9.31
ORD-1264,Order Packed,2025-01-17 22:58,Packer C,13.99
ORD-1264,Shipping Label Generated,2025-01-17 23:27,Shipping System,3.03
ORD-1264,Dispatched to Carrier,2025-01-18 3:04,Dispatch Team A,7.95
ORD-1264,In Transit,2025-01-18 21:04,FedEx,27.3
ORD-1264,Delivered,2025-01-19 3:04,FedEx,48.64
ORD-1264,Delivery Confirmed,2025-01-20 1:04,System Auto,12.56
ORD-1265,Order Placed,2025-01-21 2:00,Mobile App,4.76
ORD-1265,Order Confirmed,2025-01-21 2:07,System Auto,11.2
ORD-1265,Payment Processed,2025-01-21 3:24,Finance Team,3.65
ORD-1265,Inventory Checked,2025-01-21 4:52,Inventory Clerk B,7.98
ORD-1265,Order Picked,2025-01-21 12:44,Picker A,14.06
ORD-1265,Quality Inspection,2025-01-21 14:13,QC Inspector B,1.33
ORD-1265,Order Packed,2025-01-21 14:23,Packer C,7.18
ORD-1265,Shipping Label Generated,2025-01-21 14:37,Logistics Coord,2.05
ORD-1265,Dispatched to Carrier,2025-01-21 18:06,Dispatch Team A,6.33
ORD-1265,In Transit,2025-01-22 7:06,DHL,24.39
ORD-1265,Delivered,2025-01-22 14:06,DHL,28.81
ORD-1265,Delivery Confirmed,2025-01-23 0:06,Customer Service,2.3
ORD-1266,Order Placed,2025-03-25 4:00,Customer Service,4.13
ORD-1266,Order Confirmed,2025-03-25 4:16,Sales Agent A,5.93
ORD-1266,Payment Processed,2025-03-25 5:07,Finance Team,13.44
ORD-1266,Inventory Checked,2025-03-25 7:34,Inventory Clerk A,2.08
ORD-1266,Order Picked,2025-03-25 11:33,Robot Picker,2.85
ORD-1266,Quality Inspection,2025-03-25 12:28,QC Inspector B,0.58
ORD-1266,Order Packed,2025-03-25 13:03,Packer A,3.25
ORD-1266,Shipping Label Generated,2025-03-25 13:09,Shipping System,6.22
ORD-1266,Dispatched to Carrier,2025-03-25 16:28,Dispatch Team A,2.82
ORD-1266,In Transit,2025-03-27 5:28,FedEx,48.19
ORD-1266,Delivered,2025-03-27 14:28,DHL,23.95
ORD-1266,Delivery Confirmed,2025-03-29 2:28,Customer Service,12.1
ORD-1267,Order Placed,2025-01-22 17:00,Mobile App,7.78
ORD-1267,Order Confirmed,2025-01-22 17:30,Sales Agent B,12.72
ORD-1267,Payment Processed,2025-01-22 18:24,Payment Gateway,2.09
ORD-1267,Inventory Checked,2025-01-22 19:01,Warehouse System,2.33
ORD-1267,Order Picked,2025-01-22 22:12,Picker A,11.63
ORD-1267,Quality Inspection,2025-01-22 22:52,QC Inspector A,10.34
ORD-1267,Order Packed,2025-01-22 23:45,Packer B,14.66
ORD-1267,Shipping Label Generated,2025-01-23 0:13,Shipping System,6.8
ORD-1267,Dispatched to Carrier,2025-01-23 3:11,Dispatch Team B,7.55
ORD-1267,In Transit,2025-01-27 16:11,FedEx,16.15
ORD-1267,Delivered,2025-01-27 21:11,Local Courier,28.01
ORD-1267,Delivery Confirmed,2025-01-28 13:11,Customer Service,11.62
ORD-1268,Order Placed,2025-02-14 23:00,Customer Service,12.4
ORD-1268,Order Confirmed,2025-02-14 23:07,Sales Agent A,10.74
ORD-1268,Order Cancelled,2025-02-15 1:07,Customer Service,3.24
ORD-1268,Refund Initiated,2025-02-15 11:07,Finance Team,3.83
ORD-1269,Order Placed,2025-01-23 13:00,Mobile App,14.86
ORD-1269,Order Confirmed,2025-01-23 13:30,System Auto,6.68
ORD-1269,Payment Processed,2025-01-23 14:53,Payment Gateway,1.82
ORD-1269,Inventory Checked,2025-01-23 15:16,Inventory Clerk A,6.41
ORD-1269,Order Picked,2025-01-23 18:07,Picker B,3.72
ORD-1269,Quality Inspection,2025-01-23 19:11,QC Inspector B,1.39
ORD-1269,Order Packed,2025-01-23 20:15,Packer C,1.25
ORD-1269,Shipping Label Generated,2025-01-23 20:23,Logistics Coord,5.77
ORD-1269,Dispatched to Carrier,2025-01-23 23:52,Dispatch Team B,4.08
ORD-1269,In Transit,2025-01-24 17:52,DHL,6.84
ORD-1269,Delivered,2025-01-24 19:52,Local Courier,38.51
ORD-1269,Delivery Confirmed,2025-01-25 9:52,Customer Service,7.34
ORD-1270,Order Placed,2025-01-18 4:00,Mobile App,14.25
ORD-1270,Order Confirmed,2025-01-18 4:12,Sales Agent A,4.91
ORD-1270,Payment Processed,2025-01-18 4:29,Payment Gateway,10.4
ORD-1270,Inventory Checked,2025-01-18 5:12,Inventory Clerk A,5.73
ORD-1270,Order Picked,2025-01-18 12:21,Picker C,11.27
ORD-1270,Quality Inspection,2025-01-18 13:46,QC Inspector B,3.95
ORD-1270,Order Packed,2025-01-18 14:31,Packer A,8.97
ORD-1270,Shipping Label Generated,2025-01-18 14:38,Shipping System,2.39
ORD-1270,Dispatched to Carrier,2025-01-18 20:16,Dispatch Team A,1.1
ORD-1270,In Transit,2025-01-22 19:16,DHL,13.68
ORD-1270,Delivered,2025-01-23 10:16,DHL,8.37
ORD-1270,Delivery Confirmed,2025-01-24 21:16,Customer Service,4.87
ORD-1271,Order Placed,2025-03-22 22:00,Customer Service,10.95
ORD-1271,Order Confirmed,2025-03-22 22:02,System Auto,3.28
ORD-1271,Order Cancelled,2025-03-23 7:02,System Auto,13.43
ORD-1271,Refund Initiated,2025-03-23 16:02,Finance Team,13.48
ORD-1272,Order Placed,2025-03-18 12:00,Web Portal,13.71
ORD-1272,Order Confirmed,2025-03-18 12:03,Sales Agent A,6.58
ORD-1272,Payment Failed,2025-03-18 13:12,Payment Gateway,2.92
ORD-1272,Payment Retry,2025-03-18 22:12,Payment Gateway,4.7
ORD-1272,Payment Processed,2025-03-18 23:29,Payment Gateway,12.02
ORD-1272,Inventory Checked,2025-03-19 0:27,Inventory Clerk B,12.31
ORD-1272,Order Picked,2025-03-19 4:55,Picker A,2.9
ORD-1272,Quality Inspection,2025-03-19 6:41,QC Inspector B,8.66
ORD-1272,Order Packed,2025-03-19 7:40,Packer B,9.3
ORD-1272,Shipping Label Generated,2025-03-19 7:51,Shipping System,0.55
ORD-1272,Dispatched to Carrier,2025-03-19 13:13,Dispatch Team A,9.09
ORD-1272,In Transit,2025-03-20 2:13,Local Courier,25.49
ORD-1272,Delivered,2025-03-21 1:13,Local Courier,28.63
ORD-1272,Delivery Confirmed,2025-03-21 21:13,System Auto,4.8
ORD-1273,Order Placed,2025-02-15 19:00,Web Portal,3.75
ORD-1273,Order Confirmed,2025-02-15 19:18,System Auto,4.73
ORD-1273,Payment Failed,2025-02-15 20:44,Payment Gateway,14.16
ORD-1273,Payment Retry,2025-02-16 5:44,Payment Gateway,4.42
ORD-1273,Payment Processed,2025-02-16 7:30,Payment Gateway,9.81
ORD-1273,Inventory Checked,2025-02-16 8:43,Warehouse System,8.25
ORD-1273,Order Picked,2025-02-16 8:58,Picker C,9.67
ORD-1273,Quality Inspection,2025-02-16 9:55,QC Inspector B,1.71
ORD-1273,Order Packed,2025-02-16 11:15,Packer B,10.97
ORD-1273,Shipping Label Generated,2025-02-16 11:33,Logistics Coord,5.21
ORD-1273,Dispatched to Carrier,2025-02-16 12:32,Dispatch Team A,12.45
ORD-1273,In Transit,2025-02-18 4:32,Local Courier,48.44
ORD-1273,Delivered,2025-02-18 10:32,FedEx,48.72
ORD-1273,Delivery Confirmed,2025-02-19 21:32,System Auto,10.98
ORD-1274,Order Placed,2025-03-07 4:00,Customer Service,9.7
ORD-1274,Order Confirmed,2025-03-07 4:18,System Auto,12.34
ORD-1274,Payment Processed,2025-03-07 4:51,Finance Team,4.4
ORD-1274,Order Cancelled,2025-03-07 14:51,System Auto,2.76
ORD-1274,Refund Initiated,2025-03-07 18:51,Finance Team,5.85
ORD-1275,Order Placed,2025-03-23 18:00,Web Portal,7.16
ORD-1275,Order Confirmed,2025-03-23 18:27,System Auto,3.24
ORD-1275,Payment Processed,2025-03-23 19:34,Payment Gateway,9.89
ORD-1275,Inventory Checked,2025-03-23 19:49,Inventory Clerk A,2.86
ORD-1275,Order Picked,2025-03-23 21:34,Robot Picker,10.47
ORD-1275,Quality Inspection,2025-03-23 22:08,QC Inspector A,2.58
ORD-1275,Order Packed,2025-03-23 23:12,Packer A,7.1
ORD-1275,Shipping Label Generated,2025-03-23 23:37,Logistics Coord,1.95
ORD-1275,Dispatched to Carrier,2025-03-24 4:36,Dispatch Team A,11.04
ORD-1275,In Transit,2025-03-28 23:36,DHL,32.15
ORD-1275,Delivered,2025-03-29 12:36,FedEx,5.93
ORD-1275,Delivery Confirmed,2025-03-29 13:36,System Auto,2.42
ORD-1276,Order Placed,2025-01-15 6:00,Customer Service,9.19
ORD-1276,Order Confirmed,2025-01-15 6:26,System Auto,14.39
ORD-1276,Payment Processed,2025-01-15 6:44,Finance Team,12.86
ORD-1276,Inventory Checked,2025-01-15 7:15,Warehouse System,2.52
ORD-1276,Order Picked,2025-01-15 13:58,Robot Picker,12.32
ORD-1276,Quality Inspection,2025-01-15 14:47,QC Inspector B,7.44
ORD-1276,Order Packed,2025-01-15 15:28,Packer A,8.38
ORD-1276,Shipping Label Generated,2025-01-15 15:41,Shipping System,0.81
ORD-1276,Dispatched to Carrier,2025-01-15 16:33,Dispatch Team A,8.4
ORD-1276,In Transit,2025-01-16 17:33,Local Courier,44.89
ORD-1276,Delivered,2025-01-17 7:33,DHL,5.05
ORD-1276,Delivery Confirmed,2025-01-17 22:33,System Auto,3.79
ORD-1277,Order Placed,2025-03-07 18:00,Customer Service,4.66
ORD-1277,Order Confirmed,2025-03-07 18:30,Sales Agent B,6.08
ORD-1277,Payment Processed,2025-03-07 20:28,Payment Gateway,7.63
ORD-1277,Inventory Checked,2025-03-07 21:06,Warehouse System,1.98
ORD-1277,Order Picked,2025-03-07 23:45,Picker C,1.61
ORD-1277,Quality Inspection,2025-03-08 0:37,QC Inspector A,5.73
ORD-1277,Order Packed,2025-03-08 0:57,Packer A,9.27
ORD-1277,Shipping Label Generated,2025-03-08 1:07,Logistics Coord,8.19
ORD-1277,Dispatched to Carrier,2025-03-08 6:44,Dispatch Team A,10.35
ORD-1277,In Transit,2025-03-09 13:44,Local Courier,35.92
ORD-1277,Delivered,2025-03-10 9:44,FedEx,20.68
ORD-1277,Delivery Confirmed,2025-03-10 16:44,Customer Service,13.79
ORD-1278,Order Placed,2025-03-04 23:00,Web Portal,11.94
ORD-1278,Order Confirmed,2025-03-04 23:28,System Auto,11.78
ORD-1278,Payment Processed,2025-03-04 23:51,Finance Team,2.64
ORD-1278,Inventory Checked,2025-03-05 1:55,Inventory Clerk B,12.05
ORD-1278,Order Cancelled,2025-03-05 9:55,Customer Service,2.14
ORD-1278,Refund Initiated,2025-03-05 16:55,Finance Team,2.6
ORD-1279,Order Placed,2025-02-25 3:00,Mobile App,5.61
ORD-1279,Order Confirmed,2025-02-25 3:16,Sales Agent A,7.48
ORD-1279,Order Cancelled,2025-02-25 10:16,System Auto,2.5
ORD-1279,Refund Initiated,2025-02-25 21:16,Finance Team,6.06
ORD-1280,Order Placed,2025-03-26 20:00,Mobile App,8.22
ORD-1280,Order Confirmed,2025-03-26 20:27,System Auto,6.08
ORD-1280,Payment Processed,2025-03-26 21:46,Finance Team,8.14
ORD-1280,Inventory Checked,2025-03-26 22:52,Inventory Clerk B,1.77
ORD-1280,Order Picked,2025-03-27 2:12,Picker A,3.45
ORD-1280,Quality Inspection,2025-03-27 4:10,QC Inspector A,5.75
ORD-1280,Order Packed,2025-03-27 5:20,Packer A,13.85
ORD-1280,Shipping Label Generated,2025-03-27 5:26,Logistics Coord,5.73
ORD-1280,Dispatched to Carrier,2025-03-27 7:07,Dispatch Team B,7.18
ORD-1280,In Transit,2025-04-01 5:07,Local Courier,48.73
ORD-1280,Delivered,2025-04-01 19:07,DHL,14.48
ORD-1280,Delivery Confirmed,2025-04-02 10:07,System Auto,11.33
ORD-1281,Order Placed,2025-01-21 0:00,Web Portal,5.97
ORD-1281,Order Confirmed,2025-01-21 0:01,Sales Agent B,14.49
ORD-1281,Payment Processed,2025-01-21 0:53,Payment Gateway,10.67
ORD-1281,Inventory Checked,2025-01-21 3:52,Inventory Clerk B,1.57
ORD-1281,Order Cancelled,2025-01-21 13:52,Customer Service,0.94
ORD-1281,Refund Initiated,2025-01-21 19:52,Finance Team,1.65
ORD-1282,Order Placed,2025-01-14 3:00,Mobile App,2.67
ORD-1282,Order Confirmed,2025-01-14 3:06,Sales Agent A,11.28
ORD-1282,Payment Processed,2025-01-14 4:46,Finance Team,7.32
ORD-1282,Inventory Checked,2025-01-14 6:22,Inventory Clerk A,11.83
ORD-1282,Order Picked,2025-01-14 12:32,Picker A,4.66
ORD-1282,Quality Inspection,2025-01-14 13:01,QC Inspector A,13.28
ORD-1282,Order Packed,2025-01-14 13:15,Packer C,11.39
ORD-1282,Shipping Label Generated,2025-01-14 13:36,Shipping System,0.66
ORD-1282,Dispatched to Carrier,2025-01-14 17:42,Dispatch Team B,8.54
ORD-1282,In Transit,2025-01-19 15:42,FedEx,46.36
ORD-1282,Delivered,2025-01-20 8:42,FedEx,36.92
ORD-1282,Delivery Confirmed,2025-01-21 12:42,System Auto,4.44
ORD-1283,Order Placed,2025-01-16 16:00,Web Portal,11.28
ORD-1283,Order Confirmed,2025-01-16 16:13,Sales Agent B,1.31
ORD-1283,Payment Processed,2025-01-16 17:08,Payment Gateway,12.43
ORD-1283,Inventory Checked,2025-01-16 19:41,Inventory Clerk B,12.7
ORD-1283,Order Picked,2025-01-17 2:54,Robot Picker,7.42
ORD-1283,Quality Inspection,2025-01-17 4:27,QC Inspector B,12.5
ORD-1283,Order Packed,2025-01-17 4:58,Packer A,12.15
ORD-1283,Shipping Label Generated,2025-01-17 5:23,Logistics Coord,3.32
ORD-1283,Dispatched to Carrier,2025-01-17 6:48,Dispatch Team A,1.63
ORD-1283,In Transit,2025-01-20 23:48,FedEx,6.26
ORD-1283,Delivered,2025-01-21 9:48,DHL,29.37
ORD-1283,Delivery Confirmed,2025-01-21 14:48,System Auto,9.16
ORD-1284,Order Placed,2025-02-22 18:00,Web Portal,9.76
ORD-1284,Order Confirmed,2025-02-22 18:02,System Auto,4.4
ORD-1284,Payment Processed,2025-02-22 19:19,Payment Gateway,8.67
ORD-1284,Inventory Checked,2025-02-22 21:32,Warehouse System,1.2
ORD-1284,Order Picked,2025-02-22 22:34,Picker C,0.62
ORD-1284,Quality Inspection,2025-02-22 23:29,QC Inspector B,14.4
ORD-1284,Order Packed,2025-02-23 0:43,Packer A,5.06
ORD-1284,Shipping Label Generated,2025-02-23 1:00,Logistics Coord,14.62
ORD-1284,Dispatched to Carrier,2025-02-23 2:19,Dispatch Team B,6.41
ORD-1284,In Transit,2025-02-27 12:19,Local Courier,9.55
ORD-1284,Delivered,2025-02-27 17:19,DHL,31.42
ORD-1284,Delivery Confirmed,2025-02-28 18:19,Customer Service,9
ORD-1285,Order Placed,2025-01-07 9:00,Web Portal,10.39
ORD-1285,Order Confirmed,2025-01-07 9:03,Sales Agent B,1.85
